CNTF,China TechFaith Wireless Communication Technology Limited,n/a,n/a,NASDAQ
CNU,CHORUS LIMITED,Telecommunication Services,n/a,AXS
CNV,Cnova N.V.,Consumer Services,Catalog/Specialty Distribution,NASDAQ
CNW,CIRRUS NETWORKS HOLDINGS LIMITED,Software & Services,n/a,AXS
CNX,CARBON ENERGY LIMITED,Energy,n/a,AXS
CNXC,CNX Coal Resources LP,Energy,Coal Mining,NYSE
CNX,CONSOL Energy Inc.,Energy,Coal Mining,NYSE
COBZ,CoBiz Financial Inc.,Finance,Major Banks,NASDAQ
CO,China Cord Blood Corporation,Finance,Business Services,NYSE
CODI,Compass Diversified Holdings,Consumer Durables,Home Furnishings,NYSE
COE,China Online Education Group,Consumer Services,Other Consumer Services,NYSE
COE,COOPER ENERGY LIMITED,Energy,n/a,AXS
COF,Capital One Financial Corporation,Finance,Major Banks,NYSE
COF^C,Capital One Financial Corporation,Finance,Major Banks,NYSE
COF^D,Capital One Financial Corporation,n/a,n/a,NYSE
COF^F,Capital One Financial Corporation,n/a,n/a,NYSE
COF^G,Capital One Financial Corporation,n/a,n/a,NYSE
COF^P,Capital One Financial Corporation,n/a,n/a,NYSE
COF.WS,Capital One Financial Corporation,n/a,n/a,NYSE
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production,NYSE
COH,Coach- Inc.,Consumer Non-Durables,Apparel,NYSE
COH,COCHLEAR LIMITED,Health Care Equipment & Services,n/a,AXS
COHR,Coherent- Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
COHU,Cohu- Inc.,Capital Goods,Electrical Products,NASDAQ
COI,COMET RIDGE LIMITED,Energy,n/a,AXS
COK,COCKATOO COAL LIMITED,Energy,n/a,AXS
COKE,Coca-Cola Bottling Co. Consolidated,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
COLB,Columbia Banking System- Inc.,Finance,Major Banks,NASDAQ
COLL,Collegium Pharmaceutical- Inc.,Health Care,Major Pharmaceuticals,NASDAQ
COLM,Columbia Sportswear Company,Consumer Non-Durables,Apparel,NASDAQ
COL,Rockwell Collins- Inc.,Capital Goods,Military/Government/Technical,NYSE
COM,COMOPS LIMITED,Software & Services,n/a,AXS
COMM,CommScope Holding Company- Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
COMT,iShares Commodities Select Strategy ETF,n/a,n/a,NASDAQ
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts,NASDAQ
CONG,congatec Holding AG,n/a,n/a,NASDAQ
CONN,Conn's- Inc.,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
COO,Cooper Companies- Inc. (The),Health Care,Ophthalmic Goods,NYSE
COO,CORUM GROUP LIMITED,Software & Services,n/a,AXS
COP,ConocoPhillips,Energy,Integrated oil Companies,NYSE
COR^A,CoreSite Realty Corporation,n/a,n/a,NYSE
COR,CoreSite Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
CORE,Core-Mark Holding Company- Inc.,Consumer Non-Durables,Food Distributors,NASDAQ
CORR^A,CorEnergy Infrastructure Trust- Inc.,n/a,n/a,NYSE
CORR,CorEnergy Infrastructure Trust- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,NASDAQ
COT,Cott Corporation,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
COTV,Cotiviti Holdings- Inc.,Miscellaneous,Business Services,NYSE
COTY,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
COVS,Covisint Corporation,Technology,EDP Services,NASDAQ
COWN,Cowen Group- Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ
COWNL,Cowen Group- Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ
COY,COPPERMOLY LIMITED,Materials,n/a,AXS
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials,NYSE
CPA,Copa Holdings S.A.,Transportation,Air Freight/Delivery Services,NYSE
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,NYSE
CP,Canadian Pacific Railway Limited,Transportation,Railroads,NYSE
C^P,Citigroup Inc.,n/a,n/a,NYSE
CPE^A,Callon Petroleum Company,Energy,Oil & Gas Production,NYSE
CPE,Callon Petroleum Company,Energy,Oil & Gas Production,NYSE
CPF,CPB Inc.,Finance,Major Banks,NYSE
CPG,Crescent Point Energy Corporation,Energy,Oil & Gas Production,NYSE
CPH,CRESO PHARMA LIMITED,Class Pend,n/a,AXS
CPHD,CEPHEID,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
CPHI,China Pharma Holdings, Inc.,Health Care,Major Pharmaceuticals,AMEX
CPHR,Cipher Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CPK,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production,NYSE
CPLA,Capella Education Company,Consumer Services,Other Consumer Services,NASDAQ
CPL,CPFL Energia S.A.,Public Utilities,Electric Utilities: Central,NYSE
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation,NASDAQ
CPN,Calpine Corporation,Public Utilities,Electric Utilities: Central,NYSE
CPPL,Columbia Pipeline Partners LP,Public Utilities,Natural Gas Distribution,NYSE
CPRT,Copart- Inc.,Consumer Durables,Automotive Aftermarket,NASDAQ
CPS,Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE
CPSI,Computer Programs and Systems- Inc.,Technology,EDP Services,NASDAQ
CPTA,Capitala Finance Corp.,n/a,n/a,NASDAQ
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE
CPU,COMPUTERSHARE LIMITED.,Software & Services,n/a,AXS
CQC,CUESTA COAL LIMITED,Energy,n/a,AXS
CQH,Cheniere Energy Partners LP Holdings, LLC,Public Utilities,Oil/Gas Transmission,AMEX
CQP,Cheniere Energy Partners, LP,Public Utilities,Oil/Gas Transmission,AMEX
CQR,CHARTER HALL RETAIL REIT,Real Estate,n/a,AXS
CR8,CRE8TEK LIMITED,Energy,n/a,AXS
CRAI,CRA International,Inc.,Miscellaneous,Other Consumer Services,NASDAQ
CRAY,Cray Inc,Technology,Computer Manufacturing,NASDAQ
CRB,CARBINE RESOURCES LIMITED,Materials,n/a,AXS
CRC,California Resources Corporation,Energy,Oil & Gas Production,NYSE
CRCM,Care.com- Inc.,Consumer Services,Other Consumer Services,NYSE
CR,Crane Company,Capital Goods,Metal Fabrications,NYSE
CRD.A,Crawford & Company,n/a,n/a,NYSE
CRD.B,Crawford & Company,n/a,n/a,NYSE
CRDT,WisdomTree Strategic Corporate Bond Fund,n/a,n/a,NASDAQ
CREE,Cree- Inc.,Technology,Semiconductors,NASDAQ
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate,NASDAQ
CRF,Cornerstone Strategic Return Fund, Inc. (The),n/a,n/a,AMEX
CRH,CRH PLC,Capital Goods,Building Materials,NYSE
CRHM,CRH Medical Corporation,Health Care,Medical/Dental Instruments,AMEX
CRI,Carter's- Inc.,Consumer Non-Durables,Apparel,NYSE
CRI,CRUSADE ABS SERIES 2012-1 TRUST,Not Applic,n/a,AXS
CRK,Comstock Resources- Inc.,Energy,Oil & Gas Production,NYSE
CRL,Charles River Laboratories International- Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NYSE
CRL,COMET RESOURCES LIMITED,Materials,n/a,AXS
CRM,CARBON MINERALS LIMITED,Energy,n/a,AXS
CRMD,CorMedix Inc,Health Care,Major Pharmaceuticals,AMEX
CRME,Cardiome Pharma Corporation,Health Care,Major Pharmaceuticals,NASDAQ
CRM,Salesforce.com Inc,Technology,Computer Software: Prepackaged Software,NYSE
CRMT,America's Car-Mart- Inc.,Consumer Durables,Automotive Aftermarket,NASDAQ
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
CROX,Crocs- Inc.,Consumer Non-Durables,Shoe Manufacturing,NASDAQ
CRR,Carbo Ceramics- Inc.,Capital Goods,Industrial Machinery/Components,NYSE
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore,NYSE
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas Production,NYSE
CRTO,Criteo S.A.,Technology,Advertising,NASDAQ
CRUS,Cirrus Logic- Inc.,Technology,Semiconductors,NASDAQ
CRVL,CorVel Corp.,Finance,Specialty Insurers,NASDAQ
CRVP,Crystal Rock Holdings, Inc.,Consumer Non-Durables,Food Distributors,AMEX
CRY,CryoLife- Inc.,Health Care,Medical/Dental Instruments,NYSE
CRZO,Carrizo Oil & Gas- Inc.,Energy,Oil & Gas Production,NASDAQ
CSAL,Communications Sales & Leasing,Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
CSA,Victory CEMP US Small Cap Volatility Wtd Index ETF,n/a,n/a,NASDAQ
CSBK,Clifton Bancorp Inc.,Finance,Savings Institutions,NASDAQ
CSB,Victory CEMP US Small Cap High Div Volatility Wtd Index ETF,n/a,n/a,NASDAQ
CSC,Computer Sciences Corporation,Technology,EDP Services,NYSE
C^S,Citigroup Inc.,n/a,n/a,NYSE
CSCO,Cisco Systems- Inc.,Technology,Computer Communications Equipment,NASDAQ
CS,Credit Suisse Group,Finance,Investment Bankers/Brokers/Service,NYSE
CSD,CONSOLIDATED TIN MINES LIMITED,Materials,n/a,AXS
CSE,COPPER STRIKE LIMITED,Materials,n/a,AXS
CSFL,CenterState Banks- Inc.,Finance,Major Banks,NASDAQ
CSF,Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF,n/a,n/a,NASDAQ
CSGP,CoStar Group- Inc.,Miscellaneous,Business Services,NASDAQ
CSGS,CSG Systems International- Inc.,Technology,EDP Services,NASDAQ
CSI,Cutwater Select Income Fund,n/a,n/a,NYSE
CSII,Cardiovascular Systems- Inc.,Health Care,Medical/Dental Instruments,NASDAQ
CSIQ,Canadian Solar Inc.,Technology,Semiconductors,NASDAQ
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals,NYSE
CSL,CSL LIMITED,Pharmaceuticals & Biotechnology,n/a,AXS
CSLT,Castlight Health- Inc.,Technology,EDP Services,NYSE
CSN,CRUSADE EURO TRUST NO.1E OF 2007,Not Applic,n/a,AXS
CSOD,Cornerstone OnDemand- Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
CSQ,Calamos Strategic Total Return Fund,n/a,n/a,NASDAQ
CSRA,CSRA Inc.,Technology,EDP Services,NYSE
CSR,CSR LIMITED,Materials,n/a,AXS
CSS,CLEAN SEAS TUNA LIMITED,Food, Beverage & Tobacco,n/a,AXS
CSS,CSS Industries- Inc.,Consumer Services,Consumer: Greeting Cards,NYSE
CST,CST Brands- Inc.,Consumer Durables,Automotive Aftermarket,NYSE
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials,NASDAQ
CSTM,Constellium N.V.,Basic Industries,Metal Fabrications,NYSE
CSU,Capital Senior Living Corporation,Health Care,Hospital/Nursing Management,NYSE
CSV,Carriage Services- Inc.,Consumer Services,Other Consumer Services,NYSE
CSV,CSG LIMITED,Software & Services,n/a,AXS
CSWC,Capital Southwest Corporation,n/a,n/a,NASDAQ
CSWI,CSW Industrials- Inc.,Basic Industries,Home Furnishings,NASDAQ
CSX,CSX Corporation,Transportation,Railroads,NASDAQ
CTAA,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTAS,Cintas Corporation,Consumer Non-Durables,Apparel,NASDAQ
CTBB,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTB,Cooper Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,NYSE
CTBI,Community Trust Bancorp- Inc.,Finance,Major Banks,NASDAQ
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,Consumer Services,n/a,AXS
CTE,CRYOSITE LIMITED,Pharmaceuticals & Biotechnology,n/a,AXS
CTF,Nuveen Long/Short Commodity Total Return Fund,n/a,n/a,AMEX
CTG,Computer Task Group Incorporated,Technology,EDP Services,NASDAQ
CTH,CRUSADE GLOBAL TRUST NO.1 OF 2007,Not Applic,n/a,AXS
CTHR,Charles & Colvard Ltd,Consumer Durables,Consumer Specialties,NASDAQ
CTL,CenturyLink- Inc.,Public Utilities,Telecommunications Equipment,NYSE
CTLT,Catalent- Inc.,Health Care,Major Pharmaceuticals,NYSE
CTM,CENTAURUS METALS LIMITED,Materials,n/a,AXS
CTMX,CytomX Therapeutics- Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CTN,CONTANGO MICROCAP LIMITED,Diversified Financials,n/a,AXS
CTO,CITIGOLD CORPORATION LIMITED,Materials,n/a,AXS
CTO,Consolidated-Tomoka Land Co.,Finance,Real Estate,AMEX
CTP,CENTRAL PETROLEUM LIMITED,Energy,n/a,AXS
CTR,CITATION RESOURCES LTD,Energy,n/a,AXS
CTR,ClearBridge Energy MLP Total Return Fund Inc.,n/a,n/a,NYSE
CTRE,CareTrust REIT- Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
CTRL,Control4 Corporation,Capital Goods,Electrical Products,NASDAQ
CTRN,Citi Trends- Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
CTRP,Ctrip.com International Ltd.,Miscellaneous,Business Services,NASDAQ
CTS,CTS Corporation,Technology,Electrical Products,NYSE
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,NASDAQ
CTT,CatchMark Timber Trust- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
CTU,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTV,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTW,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTWS,Connecticut Water Service- Inc.,Public Utilities,Water Supply,NASDAQ
CTX,CALTEX AUSTRALIA LIMITED,Energy,n/a,AXS
CTX,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTXS,Citrix Systems- Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
CTY,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CTZ,Qwest Corporation,Public Utilities,Telecommunications Equipment,NYSE
CU1,CRUSADE ABS SERIES 2016-1 TRUST,Not Applic,n/a,AXS
CUBA,The Herzfeld Caribbean Basin Fund- Inc.,n/a,n/a,NASDAQ
CUB,Cubic Corporation,Capital Goods,Industrial Machinery/Components,NYSE
CUBE^A,CubeSmart,n/a,n/a,NYSE
CUBE,CubeSmart,Consumer Services,Real Estate Investment Trusts,NYSE
CUBI^C,Customers Bancorp Inc,n/a,n/a,NYSE
CUBI,Customers Bancorp Inc,Finance,Major Banks,NYSE
CUBI^D,Customers Bancorp Inc,n/a,n/a,NYSE
CUBI^E,Customers Bancorp Inc,n/a,n/a,NYSE
CUBS,Customers Bancorp Inc,Finance,Major Banks,NYSE
CUDA,Barracuda Networks- Inc.,Technology,Computer peripheral equipment,NYSE
CUE,CUE ENERGY RESOURCES LIMITED,Energy,n/a,AXS
CUF,CRUSADE ABS SERIES 2013-1 TRUST,Not Applic,n/a,AXS
CUH,CRUSADE ABS SERIES 2015-1 TRUST,Not Applic,n/a,AXS
CUK,Carnival Corporation,Consumer Services,Marine Transportation,NYSE
CUL,CULLEN RESOURCES LIMITED,Materials,n/a,AXS
CUO,Continental Materials Corporation,Capital Goods,Building Materials,AMEX
CUP,COUNTPLUS LIMITED,Commercial Services & Supplies,n/a,AXS
CURM,Cur Media- Inc.,n/a,n/a,NASDAQ
CUTR,Cutera- Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CUV,CLINUVEL PHARMACEUTICALS LIMITED,Pharmaceuticals & Biotechnology,n/a,AXS
CUX,CROSSLAND STRATEGIC METALS LTD,Materials,n/a,AXS
CUZ,Cousins Properties Incorporated,Consumer Services,Real Estate Investment Trusts,NYSE
CV1,CV CHECK LTD,Software & Services,n/a,AXS
CVA,Covanta Holding Corporation,Basic Industries,Electric Utilities: Central,NYSE
CVBF,CVB Financial Corporation,Finance,Major Banks,NASDAQ
CVB,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
CVC,CVC LIMITED,Diversified Financials,n/a,AXS
CVCO,Cavco Industries- Inc.,Basic Industries,Homebuilding,NASDAQ
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production,NYSE
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts,NYSE
CVG,CONVERGENT MINERALS LIMITED,Materials,n/a,AXS
CVG,Convergys Corporation,Technology,EDP Services,NYSE
CVGI,Commercial Vehicle Group- Inc.,Capital Goods,Auto Parts:O.E.M.,NASDAQ
CVGW,Calavo Growers- Inc.,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
CVI,CVR Energy Inc.,Energy,Integrated oil Companies,NYSE
CVLT,CommVault Systems- Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
CVM,Cel-Sci Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),AMEX
CVM.WS,Cel-Sci Corporation,n/a,n/a,AMEX
CVN,CARNARVON PETROLEUM LIMITED,Energy,n/a,AXS
CVO,Cenveo Inc,Consumer Durables,Containers/Packaging,NYSE
CVO,COVER-MORE GROUP LIMITED,Insurance,n/a,AXS
CVR,CENTRAL ASIA RESOURCES LIMITED.,Materials,n/a,AXS
CVR,Chicago Rivet & Machine Co.,Technology,Industrial Machinery/Components,AMEX
CVRR,CVR Refining LP,Energy,Integrated oil Companies,NYSE
CVRS,Corindus Vascular Robotics, Inc.,Health Care,Medical/Dental Instruments,AMEX
CVS,CERVANTES CORPORATION LIMITED,Food, Beverage & Tobacco,n/a,AXS
CVS,CVS Health Corporation,Health Care,Medical/Nursing Services,NYSE
CVT,COVATA LIMITED,Software & Services,n/a,AXS
CVT,CVENT- Inc.,Technology,Computer Software: Prepackaged Software,NYSE
CVTI,Covenant Transportation Group- Inc.,Transportation,Trucking Freight/Courier Services,NASDAQ
CVU,CPI Aerostructures, Inc.,Capital Goods,Military/Government/Technical,AMEX
CVV,CARAVEL MINERALS LIMITED,Materials,n/a,AXS
CVW,CLEARVIEW WEALTH LIMITED,Diversified Financials,n/a,AXS
CVX,Chevron Corporation,Energy,Integrated oil Companies,NYSE
CWC,CHINA WASTE CORPORATION LIMITED,Commercial Services & Supplies,n/a,AXS
CWCO,Consolidated Water Co. Ltd.,Public Utilities,Water Supply,NASDAQ
CW,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components,NYSE
CWE,CARNEGIE WAVE ENERGY LIMITED,Utilities,n/a,AXS
CWEI,Clayton Williams Energy- Inc.,Energy,Oil & Gas Production,NYSE
CWH,CWH RESOURCES LTD,Materials,n/a,AXS
CWN,CROWN RESORTS LIMITED,Consumer Services,n/a,AXS
CWP,CEDAR WOODS PROPERTIES LIMITED,Real Estate,n/a,AXS
C.WS.A,Citigroup Inc.,n/a,n/a,NYSE
CWST,Casella Waste Systems- Inc.,Public Utilities,Environmental Services,NASDAQ
CWT,California Water  Service Group Holding,Public Utilities,Water Supply,NYSE
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,Commercial Services & Supplies,n/a,AXS
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,NYSE
CXE,Colonial High Income Municipal Trust,n/a,n/a,NYSE
CXH,Colonial Investment Grade Municipal Trust,n/a,n/a,NYSE
CXM,CENTREX METALS LIMITED,Materials,n/a,AXS
CXO,Concho Resources Inc.,Energy,Oil & Gas Production,NYSE
CXO,CORE EXPLORATION LIMITED,Materials,n/a,AXS
CXP,Columbia Property Trust- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
CXRX,Concordia International Corp.,Health Care,Major Pharmaceuticals,NASDAQ
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,n/a,n/a,NASDAQ
CXU,CAULDRON ENERGY LIMITED,Energy,n/a,AXS
CXW,Corrections Corporation of America,Consumer Services,Real Estate Investment Trusts,NYSE
CXX,CRADLE RESOURCES LIMITED,Materials,n/a,AXS
CXZ,CONNEXION MEDIA LIMITED,Commercial Services & Supplies,n/a,AXS
CYA,CENTURY AUSTRALIA INVESTMENTS LIMITED,Diversified Financials,n/a,AXS
CYB,CYBG PLC,Banks,n/a,AXS
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ
CYCCP,Cyclacel Pharmaceuticals- Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CYC,CYCLOPHARM LIMITED,Health Care Equipment & Services,n/a,AXS
CY,Cypress Semiconductor Corporation,Technology,Semiconductors,NASDAQ
CYD,China Yuchai International Limited,Energy,Industrial Machinery/Components,NYSE
CYG,COVENTRY GROUP LIMITED,Capital Goods,n/a,AXS
CYH,Community Health Systems- Inc.,Health Care,Hospital/Nursing Management,NYSE
CYHHZ,Community Health Systems- Inc.,Health Care,Hospital/Nursing Management,NASDAQ
CYL,CATALYST METALS LIMITED,Materials,n/a,AXS
CYNA,Cynapsus Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CYNO,Cynosure- Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CYO,CLARITY OSS LIMITED,Software & Services,n/a,AXS
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software,NASDAQ
CYP,CYNATA THERAPEUTICS LIMITED,Pharmaceuticals & Biotechnology,n/a,AXS
CYRXW,CryoPort- Inc.,Capital Goods,Containers/Packaging,NASDAQ
CYS^A,CYS Investments- Inc.,n/a,n/a,NYSE
CYS^B,CYS Investments- Inc.,n/a,n/a,NYSE
CYS,CYS Investments- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
CYTK,Cytokinetics Incorporated,Health Care,Major Pharmaceuticals,NASDAQ
CYU,CHINALCO YUNNAN COPPER RESOURCES LTD,Materials,n/a,AXS
CYY,COVENTRY RESOURCES LIMITED.,Materials,n/a,AXS
CZA,COAL OF AFRICA LIMITED,Energy,n/a,AXS
CZI,CASSINI RESOURCES LIMITED,Materials,n/a,AXS
CZL,CONSOLIDATED ZINC LIMITED,Materials,n/a,AXS
CZN,CORAZON MINING LIMITED,Materials,n/a,AXS
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts,NASDAQ
CZR,COZIRON RESOURCES LIMITED,Materials,n/a,AXS
CZZ,CAPILANO HONEY LIMITED,Food, Beverage & Tobacco,n/a,AXS
CZZ,Cosan Limited,Consumer Non-Durables,Specialty Foods,NYSE
D13,DEPARTMENT 13 INTERNATIONAL LTD,Capital Goods,n/a,AXS
D2O,DUXTON WATER LIMITED,Utilities,n/a,AXS
DAC,Danaos Corporation,Transportation,Marine Transportation,NYSE
DAE,DRIVER AUSTRALIA THREE TRUST,Not Applic,n/a,AXS
DAF,DISCOVERY AFRICA LIMITED,Energy,n/a,AXS
DAKT,Daktronics- Inc.,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
DAL,Delta Air Lines- Inc.,Transportation,Air Freight/Delivery Services,NYSE
DAM,DRIVER AUSTRALIA MASTER TRUST,Not Applic,n/a,AXS
DAN,Dana Incorporated,Capital Goods,Auto Parts:O.E.M.,NYSE
DANG,E-Commerce China Dangdang Inc.,Consumer Services,Other Specialty Stores,NYSE
DAO,DRIVER AUSTRALIA ONE TRUST,Not Applic,n/a,AXS
DAQ,DRIVER AUSTRALIA TWO TRUST,Not Applic,n/a,AXS
DAR,Darling Ingredients Inc.,Consumer Non-Durables,Packaged Foods,NYSE
DATA,Tableau Software- Inc.,Technology,Computer Software: Prepackaged Software,NYSE
DAU,DAMPIER GOLD LIMITED,Materials,n/a,AXS
DAV,DAVENPORT RESOURCES LIMITED,Class Pend,n/a,AXS
DAVE,Famous Dave's of America- Inc.,Consumer Services,Restaurants,NASDAQ
DAX,Recon Capital DAX Germany ETF,n/a,n/a,NASDAQ
DBD,Diebold Incorporated,Miscellaneous,Office Equipment/Supplies/Services,NYSE
DB,Deutsche Bank AG,Finance,Major Banks,NYSE
DBL,DoubleLine Opportunistic Credit Fund,n/a,n/a,NYSE
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
DCA,Virtus Total Return Fund,n/a,n/a,NYSE
DCC,DIGITALX LIMITED,Software & Services,n/a,AXS
DCG,DECMIL GROUP LIMITED,Capital Goods,n/a,AXS
DCI,Donaldson Company- Inc.,Capital Goods,Pollution Control Equipment,NYSE
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation,NASDAQ
DCL,DOMACOM LIMITED,Class Pend,n/a,AXS
DCM,NTT DOCOMO Inc,Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
DCN,DACIAN GOLD LIMITED,Materials,n/a,AXS
DCO,Ducommun Incorporated,Capital Goods,Military/Government/Technical,NYSE
DCOM,Dime Community Bancshares- Inc.,Finance,Savings Institutions,NASDAQ
DCT,DCT Industrial Trust Inc,Consumer Services,Real Estate Investment Trusts,NYSE
DCUC,Dominion Resources- Inc.,Public Utilities,Electric Utilities: Central,NYSE
DCUD,Dominion Resources- Inc.,Public Utilities,Electric Utilities: Central,NYSE
DD^A,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,NYSE
DD^B,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,NYSE
DDBI,Legg Mason Developed EX-US Diversified Core ETF,n/a,n/a,NASDAQ
DDC,Dominion Diamond Corporation,Basic Industries,Precious Metals,NYSE
DDD,3D RESOURCES LIMITED,Materials,n/a,AXS
DDD,3D Systems Corporation,Technology,Computer Software: Prepackaged Software,NYSE
DDE,Dover Downs Gaming & Entertainment Inc,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
DD,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,NYSE
DDF,Delaware Investments Dividend & Income Fund- Inc.,n/a,n/a,NYSE
D,Dominion Resources- Inc.,Public Utilities,Electric Utilities: Central,NYSE
DDR,DDR Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
DDR,DICKER DATA LIMITED,Technology Hardware & Equipment,n/a,AXS
DDR^J,DDR Corp.,n/a,n/a,NYSE
DDR^K,DDR Corp.,n/a,n/a,NYSE
DDS,Dillard's- Inc.,Consumer Services,Department/Specialty Retail Stores,NYSE
DDT,DATADOT TECHNOLOGY LIMITED,Automobiles & Components,n/a,AXS
DDT,Dillard's- Inc.,Consumer Services,Department/Specialty Retail Stores,NYSE
DEA,Easterly Government Properties- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing,NYSE
DE,Deere & Company,Capital Goods,Industrial Machinery/Components,NYSE
DEG,DE GREY MINING LIMITED,Materials,n/a,AXS
DEI,Douglas Emmett- Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
DEL,Deltic Timber Corporation,Basic Industries,Forest Products,NYSE
DELT,Delta Technology Holdings Limited,Basic Industries,Major Chemicals,NASDAQ
DEO,Diageo plc,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
DEPO,Depomed- Inc.,Health Care,Major Pharmaceuticals,NASDAQ
DERM,Dermira- Inc.,Health Care,Major Pharmaceuticals,NASDAQ
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
DEX,Delaware Enhanced Global Dividend,n/a,n/a,NYSE
DF,Dean Foods Company,Consumer Non-Durables,Specialty Foods,NYSE
DFM,DONGFANG MODERN AGRICULTURE HOLDING GROUP LIMITED,Food, Beverage & Tobacco,n/a,AXS
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,n/a,n/a,NYSE
